id,user,bio,slug,gender,image,date_of_birth,address,location,linkedin,twitter,personal_website,phone_code,phone_number,industry,position,experiences,interests,education_level,department,availability,awards,certifications,capabilities,opportunities,completion_status,last_login,created_at,updated_at
U1685W,2922,Effort necessary player career knowledge here.,nacb/profile/qmullins,Female,https://picsum.photos/456/867,1984-11-26,"['22.35488000', '114.08401000']","Hong Kong S.A.R., Kwai Tsing",https://www.smith.net/,https://king.biz/,http://www.soto-ramirez.com/,852,5718017953,Home Improvement,Talent Acquisition Manager,"['Interior Design', 'Sports Management']","['Cannabis Concentrates', 'Cannabis Education', 'Cannabis Education Programs', 'Cannabis Pain Management', 'Cannabis Extraction Methods', 'Cannabis Industry Trends', 'Cannabis Emerging Markets', 'Cannabis Investment']",BS in Computer Science,Market Research,True,"['Advanced Analytics Implementation Excellence', 'Outstanding Data Privacy Protection', 'Top Performance in Machine Learning Solutions']",[],"Serv240,Serv344","OPR087,OPR065,OPR013,OPR063",Completed,2024-07-06 19:46:36,2022-09-02 08:54:40,2023-01-22 13:31:48
U1686J,3179,Hard mouth even prevent idea part.,nacb/profile/allisonmckinney,Female,https://picsum.photos/532/990,1975-10-28,"['-17.98652780', '177.65811300']","Fiji Islands, Nadroga-Navosa",http://young-conley.com/,https://www.silva-wilson.net/,http://rivera.com/,679,9355645127,Defense,Staffing Coordinator,"['Broadcasting', 'Finance', 'Social Media']","['Medical Cannabis', 'Cannabis Customer Experience', 'Cannabis Product Development', 'Cannabis Intellectual Property']",BS in Geology,Legal Compliance,True,[],[],Pro081,"OPR041,OPR027",Not Started,2024-02-03 18:54:13,2023-03-04 14:53:08,2023-08-16 03:29:52
U1687T,2515,Note director create worry international action.,nacb/profile/iweber,Male,https://dummyimage.com/505x208,1969-04-26,"['25.28544730', '51.53103980']","Qatar, Doha",http://www.henry.biz/,http://www.zuniga-johnson.biz/,http://crawford.com/,974,4933407673,Beverages - Non-Alcoholic,Regulatory Affairs Manager,['Zoological Studies'],"['Cannabis Social Responsibility', 'Cannabis Industry Events', 'Cannabis Regulations', 'Cannabis Pain Management', 'Cannabis Industry Certifications', 'Cannabis Mental Health', 'Cannabis Taxation', 'Cannabis Education Programs', 'Cannabis Startups', 'Cannabis Mental Health']",Associate Degree in Mathematics,Legal Affairs,False,"['Best Use of Real-time Data Analytics', 'Detailed Asset Analysis Achievement']","['Harm Reduction Specialist', 'Crop Scientist']","Serv110,Pro369,Serv108,Serv044,Pro323","OPR068,OPR009,OPR033",Completed,2024-05-04 08:16:41,2023-09-14 23:14:58,2023-11-03 05:36:51
U1688K,3404,Degree major red word both respond.,nacb/profile/suzanne94,Male,https://picsum.photos/702/228,1964-05-23,"['25.59217200', '-99.99619470']","Mexico, Nuevo León",http://flores.net/,https://www.wilson.biz/,https://www.jacobson.com/,52,8394861972,Administrative and Support Services,Purchasing Manager,['Anthropology'],"['Cannabis Edibles', 'Cannabis Distribution Networks', 'Cannabis Dispensary Operations', 'Cannabis Supply Chain Management', 'Cannabis Consumer Behavior', 'Cannabis Cultivation Equipment']",BS in Hospitality Management,Product Management,True,['Outstanding Achievement in Analytics for Finance'],[],"Serv222,Serv270,Pro293,Pro345,Pro341","OPR102,OPR035,OPR087,OPR030",Completed,2024-05-27 11:16:32,2021-03-04 06:19:28,2023-09-02 02:42:49
U1689B,66,Situation approach whole.,nacb/profile/sandersscott,Female,https://placekitten.com/272/264,2003-10-16,"['47.39197180', '18.90454400']","Hungary, Érd",http://www.stephens.com/,http://www.patton.com/,http://www.lewis.org/,36,9820703059,Oil and Energy,Account Manager,"['Hospitality', 'Supply Chain Management', 'Climate Science']","['Cannabis Conferences', 'Cannabis Business Development', 'Cannabis Dispensary Operations', 'Cannabis Education Programs', 'Cannabis Professional Training', 'Cannabis Research and Development']",PhD in Management,Product Innovation,True,[],['PMP (Project Management Professional)'],"Pro285,Pro199,Pro373","OPR074,OPR040,OPR086,OPR024",Completed,2024-04-20 21:26:14,2020-04-15 03:14:16,2022-08-06 16:53:48
U1690R,1000,Number others policy car better.,nacb/profile/philipgardner,Male,https://dummyimage.com/756x756,1963-03-27,"['14.66666700', '-61.00000000']",Martinique,https://rodriguez.net/,http://www.ramsey.biz/,http://medina.biz/,596,1902063994,Legislative Office,Security Manager,"['Research', 'Science', 'Law']","['Cannabis Supply Chain Innovations', 'Cannabis Soil and Nutrients', 'Medical Cannabis']",BS in Psychology,Community Relations,True,"['Best Asset Performance Analytics Recognition', 'Best Achievement in Data Engineering Solutions']","['Social Media Manager', 'Business Manager']","Serv044,Serv356,Pro147","OPR061,OPR096,OPR079,OPR046",Completed,2024-01-12 09:11:00,2020-04-15 07:28:31,2023-02-06 16:14:11
U1691W,2915,International senior trial public seem indicate somebody.,nacb/profile/paynejennifer,Male,https://placekitten.com/347/287,1951-11-27,"[None, None]","Guinea-Bissau, Leste Province",https://stewart-byrd.com/,https://wallace.com/,http://www.le-greene.biz/,245,7744183915,Hospitals,Legal Compliance Analyst,"['Veterinary Medicine', 'Design']","['Cannabis Innovations', 'Cannabis Extraction Methods', 'Cannabis Pain Management', 'Cannabis Advocacy', 'Cannabis Health Benefits', 'Cannabis Franchise Opportunities', 'Cannabis Waste Management', 'Cannabis Sustainability', 'Cannabis Cultivation Equipment', 'Cannabis Dispensary Operations']",BS in Film Studies,Customer Engagement,True,[],"['Security Specialist', 'Trainer']","Serv344,Pro109,Pro257","OPR083,OPR099",Completed,2024-02-04 20:59:19,2020-12-16 01:41:18,2023-05-16 17:08:16
U1692O,1324,Near generation wall house full.,nacb/profile/vmann,Male,https://picsum.photos/949/1003,1945-11-08,"['46.92670160', '8.38499820']","Switzerland, Nidwalden",http://www.acosta.com/,https://www.young-gill.info/,https://www.stevenson-price.com/,41,9943067052,Metal Working Machinery Manufacturing,Inventory Manager,['Data Analysis'],['Cannabis Cultivation Techniques'],PhD in Botany,Employee Relations,False,['Best Data-Driven Product Development'],"['Policy Advocate', 'PMP (Project Management Professional)']","Serv262,Pro159,Pro019,Pro003,Pro069","OPR092,OPR072,OPR007,OPR084",Completed,2024-03-10 04:24:07,2024-09-20 05:42:13,2024-10-30 02:38:06
U1693P,2978,Where understand organization though may call.,nacb/profile/elizabeth00,Female,https://placekitten.com/372/260,1990-01-10,"['27.03228610', '89.88793040']","Bhutan, Dagana District",http://lee.com/,https://fernandez.com/,http://www.hart.com/,975,9211917826,Security and Protection Services,Loss Prevention Officer,"['Gerontology', 'Demography']","['Cannabis Supply Chain Management', 'Cannabis Franchise Opportunities', 'Cannabis Emerging Markets', 'Cannabis Industry Events', 'Cannabis Innovations']",BS in Music,Digital Transformation,True,"['Best Data Science Strategy and Implementation', 'Top Data Science Collaboration Award']",[],"Pro185,Pro217,Serv152,Serv044","OPR021,OPR033,OPR052",Not Started,2024-04-16 03:57:21,2020-06-03 18:11:01,2020-09-25 08:22:05
U1694G,1331,School guess ask member.,nacb/profile/psimmons,Female,https://placekitten.com/1010/982,1950-05-14,"['-12.33773760', '43.73340890']","Comoros, Mohéli",http://www.pollard.com/,http://hopkins-moore.com/,http://www.bass-mccarthy.biz/,269,1237595309,Law Enforcement,HR Business Partner,"['Chemical Engineering', 'Leadership', 'Molecular Biology']","['Cannabis Professional Training', 'Cannabis Pain Management', 'Cannabis Regulations', 'Cannabis Accessories', 'Cannabis Edibles', 'Cannabis Soil and Nutrients', 'Cannabis Extraction Methods']",MS in Nursing,Healthcare Administration,True,"['Best Data Analytics Collaboration', 'Top Data-Driven Strategic Planning']",[],"Pro215,Pro307,Serv140,Serv084,Pro023","OPR091,OPR051",In Progress,2024-04-22 15:37:15,2024-02-09 17:16:39,2024-12-02 06:10:45
U1695L,187,Wife anyone inside later.,nacb/profile/garciajoseph,Female,https://placekitten.com/630/851,2002-01-11,"['13.47260050', '-86.45920910']","Nicaragua, Madriz",http://bond-robinson.com/,http://www.choi.com/,https://smith.biz/,505,7139417726,Sports and Athletic,Head Grower,"['Child Development', 'Space Science']","['Cannabis Strains', 'Cannabis Strains', 'Cannabis Education Programs', 'Cannabis Consumption Methods', 'Cannabis Research']",BS in Marketing,Training and Education,False,"['Outstanding Data-Driven Marketing Campaign', 'Prescriptive Analytics Achievement']","['Facility Manager', 'ISO 14001 (Environmental Management)']",Pro009,OPR113,In Progress,2024-06-18 10:59:35,2022-06-07 10:00:04,2023-09-29 20:53:02
U1696Y,3618,Charge floor name understand.,nacb/profile/jordanamber,Other,https://placekitten.com/123/82,1978-01-17,"['-49.25000000', '69.16700000']",French Southern Territories,https://lewis.com/,https://george.com/,https://fowler.biz/,262,5365810112,Staffing and Outsourcing Services,Manufacturing Technician,['Physics'],"['Cannabis Regulatory Compliance', 'Cannabis Customer Experience', 'Cannabis Consumer Behavior', 'Cannabis Advocacy']",PhD in Finance,Office Management,True,['Excellence in Big Data Solutions Implementation'],"['Customer Service Representative', 'Certified Business Analysis Professional (CBAP)', 'Certified Data Management Professional (CDMP)']","Pro061,Pro105,Pro145,Pro259,Pro225",OPR022,Completed,2024-03-19 09:05:06,2021-09-23 19:10:26,2022-09-18 10:15:39
U1697E,145,Half out among lead measure.,nacb/profile/mccormickmark,Male,https://placekitten.com/214/778,1974-01-11,"['41.54792960', '43.27764000']","Georgia, Samtskhe-Javakheti",https://www.miller.com/,http://lutz.com/,http://ortiz-chase.com/,995,2846130451,Events Services,Tax Advisor,['3D Modeling'],"['Cannabis Packaging', 'Cannabis Drug Interactions', 'Cannabis Product Development', 'Cannabis Packaging', 'Cannabis Supply Chain Innovations']",MS in Anthropology,Marketing,True,"['Behavioral Data Capture Innovation', 'Top Performance in Data Analytics Techniques']","['CMA (Certified Management Accountant)', 'Six Sigma Green Belt']","Serv352,Pro325,Serv290,Pro305,Pro229","OPR056,OPR013,OPR005,OPR117,OPR095",Completed,2024-05-22 02:37:28,2021-03-26 00:22:35,2021-05-27 03:11:26
U1698Q,2332,Director our continue positive.,nacb/profile/campbelllouis,Female,https://picsum.photos/388/743,1944-12-29,"['24.34198460', '56.72989040']","Oman, Al Batinah Region",http://www.schultz-le.org/,https://www.ward.com/,http://riley-williams.org/,968,4757539951,Professional Training and Coaching,Sales Representative,"['Sound Engineering', 'Molecular Biology', 'Creative Writing']","['Cannabis Product Development', 'Cannabis Consumption Methods', 'Cannabis Industry Certifications', 'Cannabis Cultivation', 'Cannabis Strains', 'Cannabis Cultivation', 'Cannabis Trends', 'Cannabis Dispensary Operations', 'Cannabis Industry Certifications']",Associate Degree in Physics,Financial Services,False,"['Outstanding Data Integration Achievement', 'Outstanding Contribution to Data Integration Solutions']",['Brand Manager'],"Serv190,Serv114,Pro303",OPR044,In Progress,2024-07-04 00:20:57,2022-11-10 09:03:28,2022-12-03 10:20:15
U1699T,2296,Exist money heart good remain.,nacb/profile/jwilliams,Male,https://placekitten.com/829/433,1985-04-20,"['18.50000000', '-63.41666666']",Saint-Barthelemy,http://www.williams.biz/,http://www.collins.info/,http://www.byrd.org/,590,8125718836,Building Products and Equipment,Account Executive,"['Cybersecurity', 'Genetics']","['Cannabis Testing and Quality Control', 'Medical Cannabis', 'Medical Cannabis', 'Cannabis Policy', 'Cannabis Processing', 'Cannabis Social Responsibility', 'Cannabis Regulations', 'Cannabis Policy']",BS in Biology,Office Management,False,"['Asset Profiling Achievement Recognition', 'Best Data Engineering Practices']","['CISM (Certified Information Security Manager)', 'Salesforce Certified Administrator']","Pro127,Pro363,Serv374","OPR096,OPR037,OPR049,OPR054,OPR087",Completed,2024-04-07 13:46:20,2022-12-24 18:44:44,2023-11-19 14:34:13
U1700N,3234,Free knowledge board begin wide many claim story.,nacb/profile/kathleen01,Male,https://picsum.photos/125/576,1947-09-09,"['-20.14895050', '28.53310380']","Zimbabwe, Bulawayo Province",https://byrd.info/,http://coleman-mooney.com/,https://www.meyer.com/,263,7071661404,Gambling Facilities and Casinos,Surveillance Operator,"['Theater Arts', 'Creative Writing']","['Cannabis Product Development', 'Cannabis for Chronic Conditions', 'Cannabis Soil and Nutrients']",PhD in Biology,IT Infrastructure,False,[],"['Post-Harvest Technician', 'Product Marketing Specialist']","Pro091,Serv144,Serv290,Pro101","OPR005,OPR010",Completed,2024-04-29 11:16:44,2023-11-22 08:27:55,2024-04-14 15:54:15
U1701W,3152,Left important human on sport final drop.,nacb/profile/kpark,Male,https://placekitten.com/4/846,1992-02-13,"['32.48141110', '34.99475100']","Israel, Haifa District",https://www.thomas-kennedy.net/,http://www.tran-wells.com/,http://cole.com/,972,2809116892,Correctional Institutions,Production Supervisor,['Data Engineering'],"['Cannabis Dispensary Operations', 'Cannabis Industry Trends', 'Cannabis Customer Experience', 'Cannabis Technology', 'Cannabis Marketing']",Associate Degree in Botany,Compliance,True,"['Outstanding Achievement in Analytics Tools Development', 'Predictive Analytics Excellence', 'Top Achievement in Predictive Modeling Techniques']",[],"Serv154,Serv150,Serv146,Serv262,Serv282","OPR072,OPR049",Completed,2024-03-13 10:33:26,2022-12-19 04:21:49,2023-12-05 11:08:22
U1702D,1794,Other cover discuss enjoy either require local.,nacb/profile/ashley11,Male,https://picsum.photos/882/392,1966-01-29,"['39.75091860', '-94.84505560']","Saint Vincent and the Grenadines, Saint Patrick Parish",http://www.lam-jones.info/,http://diaz.com/,https://www.gonzalez-king.com/,1-784,2530323549,Performing Arts and Spectator Sports,Training and Development Manager,"['Education Technology', 'Quality Assurance', 'Wildlife Conservation']","['Cannabis Consumption Methods', 'Cannabis Business Development', 'Cannabis Packaging', 'Cannabis Innovations', 'Cannabis Dispensary Operations', 'Cannabis Innovations', 'Cannabis Community Outreach', 'Cannabis International Markets', 'Cannabis Cultivation']",PhD in Theatre,Product Engineering,True,"['Excellence in Machine Learning Applications', 'Exceptional Data Analytics for Healthcare']","['Medical Specialist', 'Policy Advocate']","Serv340,Pro033,Pro063,Pro119","OPR095,OPR019,OPR027,OPR074",In Progress,2024-02-15 16:03:05,2023-04-01 01:06:12,2023-09-20 20:34:32
U1703G,2992,Important new still ever full up.,nacb/profile/pattersonblake,Male,https://dummyimage.com/974x340,1995-09-23,"['-31.48174210', '-55.24357590']","Uruguay, Rivera",http://baker.com/,http://smith.info/,https://taylor-nelson.info/,598,6801603625,Jewelry,Merchandiser,"['Horticulture', 'Social Media', 'Oceanography']","['Cannabis Edibles', 'Cannabis Taxation', 'Cannabis Pest Management']",MS in Marketing,HR Business Partner,True,['Recommendation Strategy Refinement Recognition'],[],"Pro019,Serv206","OPR061,OPR083,OPR044",Completed,2024-07-08 03:59:01,2023-06-15 06:27:10,2024-06-28 09:33:56
U1704I,3480,Black mouth tax thing TV.,nacb/profile/petersonjoshua,Male,https://dummyimage.com/694x673,1970-09-29,"['11.43367660', '-0.37483540']","Burkina Faso, Boulgou",https://hebert-keller.org/,https://www.salinas.biz/,http://orozco-berry.net/,226,6116427875,Staffing and Recruiting,Lobbyist,"['Teaching', 'Chemistry']","['Cannabis Branding', 'Cannabis Consumer Behavior', 'Cannabis Dispensary Operations', 'Cannabis Strains']",BS in Graphic Design,Product Innovation,False,"['Best Data Analytics Platform Innovation', 'Descriptive Analytics Innovation']","['Professional Engineer (PE)', 'Edibles Chef']","Serv080,Serv242","OPR059,OPR098",Not Started,2024-06-16 22:09:55,2021-07-20 04:48:07,2022-11-18 12:30:18
U1705R,3170,Minute not nice follow network despite.,nacb/profile/lisa39,Female,https://dummyimage.com/502x584,1980-01-03,"['26.26856530', '50.64825170']","Bahrain, Muharraq",https://www.mcgee.org/,http://www.roth.info/,https://www.torres.com/,973,2933370280,Insurance - Property and Casualty,Principal Investigator,"['Urban Planning', 'Healthcare', 'Chemical Engineering']","['Cannabis Startups', 'Cannabis Cultivation Techniques', 'Cannabis Waste Management', 'Cannabis Branding', 'Cannabis Franchise Opportunities', 'Cannabis Pain Management', 'Cannabis Sustainability']",PhD in English Literature,Finance,False,"['Best Data Privacy Solutions', 'Exceptional Macro-Level Analysis Recognition', 'Best Use of Data in Financial Planning']",['ISO 27001 (Information Security Management)'],"Pro203,Serv164,Pro359",OPR036,Not Started,2024-04-22 07:24:13,2024-09-05 03:47:47,2024-09-05 13:45:00
U1706R,1949,Run huge open happen practice.,nacb/profile/angelica27,Male,https://dummyimage.com/757x157,2005-12-11,"['15.27605780', '-23.74840770']","Cape Verde, Tarrafal",https://cervantes.com/,http://www.lang-evans.com/,https://delgado.com/,238,3531251063,Household and Personal Products,Corporate Trainer,"['Food Science', 'Water Resources']","['Cannabis Workshops', 'Cannabis Conferences']",High School Certificate,Information Management,True,[],['Microsoft Certified: Azure Administrator Associate'],"Serv006,Serv124,Serv080,Pro373,Serv014","OPR073,OPR014,OPR021,OPR045,OPR110",Completed,2024-01-13 15:30:23,2024-11-09 22:16:18,2024-12-09 09:32:42
U1707C,3940,Building suggest girl finish collection war there know.,nacb/profile/collierdestiny,Male,https://dummyimage.com/346x781,2005-10-22,"['11.52555280', '42.84794740']","Djibouti, Arta Region",http://james-kelley.net/,http://flores-wilson.com/,http://www.jones-elliott.com/,253,5113941030,Engineering Services,Office Manager,"['Wildlife Biology', 'Anthropology', 'Risk Management']","['Cannabis Pain Management', 'Cannabis Compliance']",BS in Economics,Financial Operations,False,"['Outstanding Achievement in Data Management Practices', 'Best Data Privacy and Security Practices', 'Robust Database Schema Development']","['Compliance Consultant', 'Customer Service Representative']","Serv246,Pro055,Pro295",OPR024,Completed,2024-06-29 19:41:45,2023-10-15 05:05:17,2024-01-26 15:48:57
U1708D,424,Fact war look easy assume.,nacb/profile/haleyramsey,Male,https://dummyimage.com/520x8,1998-03-01,"['39.78052450', '32.71813750']","Turkey, Ankara",http://turner-acosta.com/,https://elliott.com/,https://graham.com/,90,6012261149,Advertising,Corporate Lawyer,"['Electrical Engineering', 'E-commerce', 'Landscaping']","['Cannabis Pest Management', 'Cannabis Research and Development', 'Cannabis Customer Experience', 'Cannabis Research and Development', 'Cannabis Processing']",BS in Economics,Information Security,False,"['Outstanding Achievement in Data Management Practices', 'Top Achievement in Data Science Implementation', 'User-Level Analysis Recognition']","['ISO 27001 (Information Security Management)', 'Researcher']","Pro195,Pro105,Pro083,Serv242,Serv196",OPR071,Completed,2024-01-10 10:00:06,2021-07-24 17:44:33,2023-05-13 20:09:13
U1709X,1454,Try most likely happy.,nacb/profile/jasonelliott,Female,https://dummyimage.com/840x649,1973-11-26,"['-9.00000000', '-172.00000000']",Tokelau,https://rodriguez.net/,http://taylor.info/,https://www.bennett.biz/,690,1582113092,Fashion,Shift Supervisor,"['Dietary Science', 'Psychology']","['Cannabis Supply Chain Management', 'Cannabis Conferences', 'Recreational Cannabis']",Associate Degree in Economics,Technical Consulting,False,"['Top Performance in Machine Learning Solutions', 'Best Use of AI in Analytics']","['Marketing Professional', 'Operations Manager', 'Salesforce Certified Administrator']","Pro355,Pro231,Pro287","OPR002,OPR049",Completed,2024-05-29 22:43:02,2021-06-09 00:44:02,2024-03-08 21:04:37
U1710U,927,Worker clearly fine at chance.,nacb/profile/jenniferhaley,Male,https://picsum.photos/497/105,1967-03-23,"['26.69383400', '32.17460500']","Egypt, Sohag",http://www.patterson.com/,http://snyder.com/,http://www.leonard.com/,20,2504470611,Alternative Dispute Resolution,Legislative Analyst,"['Urban Planning', 'Innovation']",['Cannabis Advocacy'],MS in Graphic Design,Innovation Management,False,"['Excellence in Machine Learning Applications', 'Robust Database Schema Development']",[],"Pro199,Pro101","OPR075,OPR006,OPR087",Completed,2024-07-18 00:33:49,2022-09-07 18:20:44,2024-11-16 04:50:39
U1711S,3219,Consumer card nearly Mrs cultural bad.,nacb/profile/qcampbell,Male,https://picsum.photos/1014/584,1987-09-16,"['31.53260010', '35.06394750']","Palestinian Territory Occupied, Hebron",http://huynh.net/,http://www.diaz.info/,https://www.cooper.com/,970,1174314931,Logistics and Supply Chain,IT Director,['Automotive'],['Recreational Cannabis'],MS in Social Work,Business Operations,True,['Exceptional Performance in Data Reporting'],"['Oracle Certified Professional (OCP)', 'ISO 9001 (Quality Management)']","Serv268,Pro359,Pro345,Pro355","OPR013,OPR049,OPR030,OPR029,OPR076",Completed,2024-05-10 02:40:35,2022-11-16 17:52:48,2023-06-25 19:28:37
U1712Y,939,Condition break religious miss.,nacb/profile/rick55,Female,https://picsum.photos/969/207,1982-10-08,"['49.46713560', '17.50773320']","Czech Republic, Přerov",http://herrera.com/,https://alvarez-gonzalez.com/,https://www.johnson.net/,420,4877402768,Tools and Accessories,Warehouse Supervisor,"['Emergency Management', 'Business Development']","['Cannabis Technology', 'Cannabis Pest Management', 'Cannabis Conferences', 'Cannabis Strains']",MS in Film Studies,Procurement Management,True,['Outstanding Achievement in Predictive Analytics Solutions'],"['Patient Care Advocate', 'Extraction Technician', 'Logistics Coordinator']","Pro231,Pro223",OPR083,Completed,2024-05-01 14:30:07,2022-05-30 15:13:48,2024-12-20 15:24:46
U1713U,714,Instead tend approach budget special.,nacb/profile/ktorres,Male,https://dummyimage.com/546x867,1953-07-19,"['13.35533060', '-15.92299000']","Gambia The, Lower River Division",https://smith-robinson.biz/,http://www.velasquez.com/,http://www.bennett-chan.com/,220,5847851788,Telecom Services,Chief Operating Officer (COO),"['Software Development', 'Logistics', 'Public Relations']",['Cannabis International Markets'],PhD in Botany,Health Services,True,['User Preference Analysis Achievement'],[],Serv190,"OPR073,OPR031,OPR019,OPR008",In Progress,2024-01-21 23:02:21,2021-07-10 04:43:47,2022-10-12 04:08:36
U1714V,1182,Job worry drop nor easy product cup.,nacb/profile/shawmichael,Male,https://picsum.photos/120/954,1999-12-22,"['32.76302820', '12.73649620']","Libya, Zawiya District",https://padilla.com/,http://www.jones.biz/,https://www.johnson.biz/,218,6594704283,Consumer Services,Cultivation Manager,['Leadership'],"['Cannabis International Markets', 'Cannabis Packaging', 'Cannabis Processing', 'Cannabis Industry Trends', 'Cannabis Diversity and Inclusion', 'Cannabis Accessories', 'Cannabis Conferences', 'Cannabis Policy', 'Cannabis Community Outreach']",BS in Journalism,Legal Affairs,False,"['Best Use of Analytics in Business Strategy', 'Best Use of Data in Financial Planning']","['CompTIA Security+', 'Nutrient Specialist']","Pro147,Serv298,Pro347","OPR099,OPR052,OPR084,OPR079,OPR070",In Progress,2024-06-17 22:11:05,2023-03-01 21:34:41,2023-04-27 10:59:21
U1715I,2752,Personal wrong lawyer onto.,nacb/profile/jacqueline82,Male,https://picsum.photos/958/525,1959-02-07,"['42.50480000', '27.46260790']","Bulgaria, Burgas Province",http://www.daugherty.com/,https://www.stevenson-thomas.org/,https://www.jones.net/,359,7600713665,Sound Recording,Compliance Specialist,"['Chemical Engineering', 'Library Science']","['Cannabis Vaping', 'Cannabis Consumption Methods', 'Cannabis Edibles', 'Cannabis Supply Chain Management', 'Cannabis Dispensary Operations', 'Cannabis Research and Development']",High School Dropout,Customer Insights,False,"['Top Achievement in Big Data Analytics Solutions', 'Predictive Analytics Excellence', 'Outstanding Achievement in Machine Learning Algorithms']","['Financial Planner', 'Team Building Facilitator', 'Six Sigma Black Belt']","Pro025,Serv316","OPR004,OPR012,OPR105,OPR110",Completed,2024-02-21 10:56:09,2022-11-08 23:59:39,2024-01-09 18:33:01
U1716T,117,Age staff various economic.,nacb/profile/martinboyd,Female,https://dummyimage.com/505x894,1949-06-17,"['1.61393810', '7.40569280']","Sao Tome and Principe, Príncipe Province",https://www.pearson.com/,https://www.gilbert.biz/,https://mendez.org/,239,6602041292,Semiconductor Memory,R&D Director,"['Geology', 'Data Analysis', 'Earth Science']","['Cannabis Cultivation', 'Cannabis Concentrates']",MS in Marketing,Compliance,False,[],['Laboratory Technician'],"Pro267,Serv014,Serv298,Serv328","OPR030,OPR117,OPR075,OPR008,OPR106",Completed,2024-07-21 12:11:16,2022-02-14 20:56:41,2022-08-19 19:40:35
U1717G,1398,Agreement tend edge born strong often seat.,nacb/profile/jason44,Female,https://picsum.photos/567/605,1975-06-10,"['69.77890670', '18.99401840']","Norway, Troms og Finnmark",https://www.glover-price.net/,https://benton-mcintosh.biz/,https://www.haney.info/,47,3406811613,Newspapers,Marketing Director,"['Mechanical Engineering', 'Gerontology', 'Film Production']","['Cannabis Technology', 'Cannabis Branding', 'Cannabis Waste Management', 'Cannabis Community Outreach', 'Cannabis Education']",MS in Linguistics,Market Intelligence,False,[],[],"Serv008,Pro003,Serv076","OPR027,OPR117,OPR058",Not Started,2024-02-20 20:27:15,2021-05-06 13:17:01,2023-11-09 07:01:01
U1718B,878,Cup social home toward.,nacb/profile/robert66,Male,https://placekitten.com/150/532,1995-07-28,"['-29.03333333', '167.95000000']",Norfolk Island,http://smith.com/,https://rowe.com/,http://miller.com/,672,3521118458,Graphic Design,Advisory Board Member,['Psychology'],"['Cannabis Accessories', 'Cannabis Startups']",PhD in Culinary Arts,Customer Service,True,"['Excellence in Analytics for Customer Experience', 'Outstanding Data-Driven Financial Insights', 'Outstanding Data-Driven Marketing Campaign']","['Demographic Analyst', 'Professional Engineer (PE)', 'ISO 14001 (Environmental Management)']","Serv058,Pro205,Pro063,Pro339,Serv138","OPR075,OPR112,OPR037,OPR051,OPR025",Completed,2024-06-22 10:14:42,2022-07-31 07:01:55,2024-04-09 07:56:45
U1719J,3611,Yourself blue enjoy to hear more voice.,nacb/profile/brian90,Female,https://picsum.photos/592/168,1967-11-04,"['6.33575650', '124.77407930']","Philippines, South Cotabato",https://www.jackson.com/,http://www.erickson-garrett.com/,https://sherman-swanson.biz/,63,6638187275,Law Practice,Legislative Liaison,"['Kinesiology', 'Ecology']",['Cannabis Edibles'],PhD in Engineering,Product Delivery,False,[],[],"Serv164,Serv266,Pro347,Pro245,Pro097","OPR026,OPR100",In Progress,2024-06-18 00:35:31,2021-06-11 05:52:42,2023-03-17 20:52:46
U1720G,1403,Lawyer stand music point country growth consumer fact.,nacb/profile/jessicahiggins,Male,https://dummyimage.com/855x306,1945-10-09,"['42.79971840', '18.76009630']","Montenegro, Nikšić Municipality",http://www.jones.net/,https://www.harris.info/,http://pena-lee.com/,382,1395714324,Electronics,Seed Production Specialist,"['Theater Arts', 'Nursing', 'Nursing']","['Cannabis Research', 'Cannabis Sales Strategies', 'Cannabis Advocacy', 'Cannabis Diversity and Inclusion', 'Cannabis Processing', 'Cannabis Extraction Methods', 'Cannabis Dispensary Operations', 'Cannabis Product Development', 'Cannabis Industry Trends', 'Cannabis Education Programs']",MS in Nursing,Sustainability,True,['Top Performance in Data Modeling'],['Change Management Specialist'],"Serv154,Pro325,Serv172","OPR052,OPR002",In Progress,2024-02-11 10:29:00,2020-05-31 18:26:27,2024-05-21 04:42:46
U1721T,2042,Age community turn big billion particularly.,nacb/profile/brittanycampos,Male,https://placekitten.com/494/252,1949-07-25,"['49.25000000', '-2.16666666']",Jersey,https://espinoza.biz/,https://www.thomas-armstrong.com/,https://www.carson.com/,44-1534,6022605199,Consumer Goods,Shift Supervisor,"['Writing', 'Astrophysics']","['Cannabis Education', 'Cannabis Eco-Friendly Practices', 'Cannabis Cultivation Techniques', 'Cannabis Industry Events', 'Cannabis Industry Events', 'Cannabis Innovations', 'Cannabis Soil and Nutrients', 'Cannabis Distribution Networks', 'Cannabis Education']",MS in Finance,Project Implementation,True,[],[],Serv264,"OPR100,OPR073",Completed,2024-02-19 07:46:45,2020-12-30 04:12:45,2023-01-11 15:51:47
U1722U,3062,Produce occur protect note Mrs.,nacb/profile/eddieandrade,Female,https://picsum.photos/405/86,1969-10-21,"['7.59093020', '-80.36586500']","Panama, Los Santos Province",https://romero.com/,https://jackson.org/,http://wright.com/,507,7446555602,Computer Hardware,Production Supervisor,['Robotics'],"['Cannabis Consumer Behavior', 'Cannabis Diversity and Inclusion', 'Cannabis Conferences']",MS in Education,Customer Relations,False,[],[],"Serv204,Pro077","OPR069,OPR002",Completed,2024-02-11 20:49:50,2021-11-04 11:26:16,2024-01-17 10:42:42
